id,wavenum,fdvsavings_bu_s,ifssmokerstat,fdvgrossfw_bu_s
120662,2003,26000,2.0,31000
120662,2005,58000,4.0,109000
120662,2007,116000,4.0,141000
120662,2009,18000,4.0,93000
120662,2011,0,4.0,51250
120664,2003,30000,1.0,35000
120664,2005,2500,1.0,3000
120664,2007,30000,1.0,37000
120664,2009,15200,1.0,15200
120664,2011,nan,nan,nan
120666,2003,963.786804199219,2.0,963.786804199219
120666,2005,23960.396484375,2.0,2420000
120666,2007,87775.28125,2.0,126000
120666,2009,11186.234375,2.0,61400
120666,2011, ,2.0, 
120667,2003,59000,2.0,116000
120667,2005,66000,2.0,222000
120667,2007,123870.6484375,2.0,211000
120667,2009,81000,2.0,172001
120667,2011,130500,4.0,170750
120668,2003,2500,4.0,2500
120668,2005,4000,2.0,4000
120668,2007,1500,2.0,1500
120668,2009,7000,2.0,7000
120668,2011,7000,2.0,7000
120671,2003,1600,0.0,21600
120671,2005,0,0.0,17000
120671,2007,800,0.0,800
120671,2009,35545.9453125,0.0,109600
120671,2011,13000,3.0,103000
120673,2003,0,4.0,0
120673,2005,200,4.0,200
120673,2007,5,4.0,155
120673,2009,1000,4.0,1200
120673,2011,800,4.0,1000
120674,2003,47000,2.0,66450
120674,2005,26000,2.0,47240
120674,2007,10000,2.0,22068
120674,2009,5000,2.0,30050
120674,2011,6000,2.0,7100
120676,2003,12600,-2.0,98600
120676,2005,55000,0.0,55000
120676,2007,nan,nan,nan
120676,2009,nan,nan,nan
120676,2011,nan,nan,nan
120678,2003,70000,2.0,72000
120678,2005,63000,2.0,79000
120678,2007,53000,2.0,84500
120678,2009,77055.5546875,2.0,95000
120678,2011,117500,2.0,138500
120680,2003,23000,2.0,32000
120680,2005,18000,2.0,49500
120680,2007,37536.5859375,2.0,40500
120680,2009,19000,2.0,20000
120680,2011,36000,2.0,87500
120681,2003,143000,3.0,214000
120681,2005,210000,3.0,310200
120681,2007,80000,3.0,160000
120681,2009,55332,3.0,119932
120681,2011,258000,3.0,445000
120682,2003,51550,1.0,51550
120682,2005,35000,1.0,35000
120682,2007,64894,1.0,64894
120682,2009,nan,nan,nan
120682,2011,nan,nan,nan
120685,2003,14000,2.0,51370
120685,2005,41500,2.0,61200
120685,2007,75000,2.0,106700
120685,2009,43000,2.0,90005
120685,2011,55800,2.0,75900
120686,2003,379000,0.0,379000
120686,2005,2000,0.0,2020
120686,2007,0,0.0,0
120686,2009,46800,0.0,46825
120686,2011,22000,0.0,22025
120687,2003,42749.8203125,3.0,114005
120687,2005,98100,3.0,182105
120687,2007,155712.78125,3.0,343010
120687,2009,153000,3.0,238010
120687,2011,152000,3.0,257010
120689,2003,11500,0.0,99500
120689,2005,8500,0.0,29100
120689,2007,200,0.0,149700
120689,2009,9078.32421875,0.0,569600
120689,2011,38700,0.0,424800
120690,2003,34000,0.0,36500
120690,2005,82500,0.0,87505
120690,2007,76230,0.0,80480
120690,2009,2080,0.0,5080
120690,2011,44000,1.0,97000
120693,2003,200,0.0,2700
120693,2005,6154,0.0,11154
120693,2007,1000,0.0,36000
120693,2009,0,0.0,0
120693,2011,1000,0.0,1000
120695,2003,10500,0.0,19600
120695,2005,4000,0.0,4000
120695,2007,6000,0.0,6000
120695,2009,4000,0.0,4100
120695,2011,2000,0.0,2100
120697,2003,82000,1.0,92800
120697,2005,0,1.0,100000
120697,2007,61080,1.0,117080
120697,2009,50000,1.0,51250
120697,2011,27962.859375,1.0,87894
120700,2003,53000,2.0,99655
120700,2005,126000,2.0,145350
120700,2007,124000,2.0,181375
120700,2009,147000,2.0,217001
120700,2011,131000,2.0,142805
120701,2003,1200,2.0,1211
120701,2005,6000,2.0,6020
120701,2007,0,2.0,25
120701,2009,1000,2.0,1025
120701,2011,16200,2.0,146300
120702,2003,0,4.0,0
120702,2005,0,4.0,0
120702,2007,nan,nan,nan
120702,2009,nan,nan,nan
120702,2011,nan,nan,nan
120703,2003,2000,2.0,3400
120703,2005,1500,2.0,1500
120703,2007,3000,2.0,3000
120703,2009,8000,2.0,8000
120703,2011,1400,2.0,1400
120705,2003,4900,0.0,4900
120705,2005,6900,0.0,6900
120705,2007,3602,0.0,3602
120705,2009,5688,0.0,5688
120705,2011,7200,0.0,7200
120706,2003,0,4.0,0
120706,2005,1885,2.0,1885
120706,2007,50,2.0,50
120706,2009,1000,2.0,1000
120706,2011,3000,2.0,3000
120708,2003,9200,0.0,9800
120708,2005,23000,0.0,23150
120708,2007,12493,0.0,15902
120708,2009,6000,0.0,6005
120708,2011,20000,0.0,25400
120711,2003,1000,4.0,1000
120711,2005,nan,nan,nan
120711,2007,nan,nan,nan
120711,2009,nan,nan,nan
120711,2011,nan,nan,nan
120712,2003,17000,2.0,47500
120712,2005,22100,2.0,51600
120712,2007,24000,2.0,58500
120712,2009,26000,2.0,42500
120712,2011,40000,2.0,56000
120714,2003,100,2.0,100
120714,2005,900,2.0,900
120714,2007,100,2.0,100
120714,2009,1000,2.0,1000
120714,2011,2500,2.0,2500
120715,2003,2000,2.0,12000
120715,2005,9000,2.0,14000
120715,2007,972,2.0,972
120715,2009,nan,nan,nan
120715,2011,nan,nan,nan
120717,2003,11200,1.0,58200
120717,2005,2500,4.0,66500
120717,2007,2000,4.0,17025
120717,2009,500,1.0,6500
120717,2011,5000,1.0,54000
120718,2003,13457.71484375,1.0,46705
120718,2005,30300,1.0,53300
120718,2007,15200,1.0,15200
120718,2009,24000,1.0,24200
120718,2011,21000,1.0,28000
120719,2003,11500,0.0,105700
120719,2005,31000,0.0,92000
120719,2007,101000,0.0,101000
120719,2009,57515.32421875,0.0,235168.84375
120719,2011,140813.953125,0.0,173000
120720,2003,45510.4453125,2.0,103293.3671875
120720,2005,7100,2.0,69120
120720,2007,100000,2.0,128005
120720,2009,500000,2.0,516005
120720,2011,40000,2.0,437020
120723,2003,2335,0.0,17335
120723,2005,0,0.0,0
120723,2007,12800,0.0,16600
120723,2009,37600,0.0,47800
120723,2011,10900,0.0,13900
120725,2003,5400,2.0,5400
120725,2005,250,2.0,3250
120725,2007,3552,2.0,3552
120725,2009,12100,2.0,12100
120725,2011,20500,2.0,20500
120726,2003, ,0.0, 
120726,2005,250,0.0,250
120726,2007,0,0.0,0
120726,2009,1500,0.0,1500
120726,2011,2000,0.0,2000
120727,2003,8000,0.0,8000
120727,2005,13000,0.0,43900
120727,2007,0,0.0,0
120727,2009,8000,0.0,28000
120727,2011, ,0.0, 
120728,2003,350,4.0,456
120728,2005,200,4.0,206
120728,2007,500,4.0,505
120728,2009,1650,2.0,2656
120728,2011,nan,nan,nan
120732,2003,26000,0.0,40004
120732,2005,78000,0.0,157000
120732,2007,6000,0.0,6000
120732,2009,20800,0.0,58800
120732,2011,70000,0.0,70400
120733,2003,12750,2.0,66750
120733,2005,6800,2.0,11800
120733,2007,6500,2.0,20500
120733,2009,6000,2.0,14000
120733,2011,17000,2.0,17500
120734,2003,200,1.0,200
120734,2005,0,1.0,0
120734,2007, ,1.0, 
120734,2009,nan,nan,nan
120734,2011,nan,nan,nan
120735,2003,600,4.0,600
120735,2005,200,2.0,202
120735,2007,1724,4.0,1724
120735,2009,700,4.0,1200
120735,2011,350,4.0,350
120736,2003,91342.859375,2.0,111200
120736,2005,1600,2.0,9600
120736,2007,3000,2.0,3000
120736,2009,7800,2.0,7800
120736,2011,13400,2.0,22900
120739,2003,14000,4.0,27500
120739,2005,17000,4.0,42000
120739,2007,24000,4.0,77900
120739,2009,4047,4.0,7547
120739,2011,30000,4.0,30000
120741,2003,3000,2.0,3000
120741,2005,5000,2.0,5000
120741,2007,5000,2.0,5000
120741,2009,5000,2.0,5000
120741,2011,3500,2.0,3500
120742,2003,8400,0.0,8500
120742,2005,61500,0.0,61500
120742,2007,245500,0.0,277499
120742,2009,1000,0.0,6005
120742,2011,23600,0.0,23600
120745,2003,73000,2.0,283400
120745,2005,57500,2.0,264600
120745,2007,86795.9296875,2.0,130300
120745,2009,666500,2.0,996750
120745,2011,252900,2.0,841900
120746,2003,0,1.0,4700
120746,2005,170,1.0,5370
120746,2007,4500,1.0,4500
120746,2009,400,1.0,400
120746,2011,350,1.0,350
120747,2003,100000,0.0,113000
120747,2005,78000,0.0,152000
120747,2007,75500,0.0,128500
120747,2009,240000,0.0,245000
120747,2011,120000,0.0,125000
120749,2003,94904.109375,0.0,216500
120749,2005,13000,0.0,43000
120749,2007,27000,0.0,79500
120749,2009,30000,0.0,56000
120749,2011,33500,0.0,60000
120750,2003,13000,2.0,30320
120750,2005,26500,2.0,131000
120750,2007,10500,2.0,114200
120750,2009,75500,2.0,210000
120750,2011,22000,2.0,122700
120751,2003,2978.29174804688,1.0,6608.8291015625
120751,2005,200000,1.0,204700
120751,2007,5000,1.0,5600
120751,2009,15000,1.0,19949.50390625
120751,2011,50000,1.0,51500
120752,2003,51580.07421875,0.0,222300
120752,2005,342859.875,0.0,641700
120752,2007,66034.390625,0.0,329699.5
120752,2009,15000,0.0,105000
120752,2011,85000,0.0,180100
120754,2003,17000,2.0,17400
120754,2005,8000,2.0,8100
120754,2007,nan,nan,nan
120754,2009,nan,nan,nan
120754,2011,nan,nan,nan
120755,2003,0,0.0,50
120755,2005,60000,0.0,61000
120755,2007,200,0.0,200
120755,2009,0,0.0,0
120755,2011,0,0.0,0
120761,2003,67000,0.0,137000
120761,2005,29000,0.0,29000
120761,2007,16000,0.0,16000
120761,2009,5790,0.0,5790
120761,2011,6367,0.0,6367
120766,2003,1400,1.0,1400
120766,2005,11000,1.0,11000
120766,2007,nan,nan,nan
120766,2009,nan,nan,nan
120766,2011,nan,nan,nan
120768,2003,150,4.0,1150
120768,2005,0,4.0,0
120768,2007,649,4.0,649
120768,2009,550,4.0,550
120768,2011,1000,2.0,1000
120769,2003,80000,2.0,92140
120769,2005,30000,2.0,44000
120769,2007,11000,2.0,48600
120769,2009,14000,2.0,95800
120769,2011,15000,2.0,27500
120770,2003,29000,2.0,103000
120770,2005,10000,2.0,24000
120770,2007,13540,2.0,71540
120770,2009,900,2.0,27900
120770,2011,36020,2.0,36020
120771,2003,67000,0.0,137000
120771,2005,29000,0.0,29000
120771,2007,16000,0.0,16000
120771,2009,5790,0.0,5790
120771,2011,6367,0.0,6367
120772,2003,36000,0.0,133800
120772,2005,168500,0.0,226700
120772,2007,53000,0.0,193500
120772,2009,55000,0.0,190000
120772,2011,250000,0.0,275000
120773,2003,2000,0.0,2010
120773,2005,500,0.0,510
120773,2007,700,0.0,710
120773,2009,5800,0.0,5810
120773,2011,1400,0.0,1400
120775,2003,7500,0.0,15500
120775,2005,7300,0.0,12300
120775,2007,12000,0.0,18000
120775,2009,11200,0.0,11200
120775,2011,5500,0.0,5500
120776,2003,3500,4.0,3500
120776,2005,67,4.0,67
120776,2007,0,4.0,0
120776,2009,0,4.0,0
120776,2011,20000,4.0,20000
120778,2003,17000,0.0,80408
120778,2005,19000,0.0,47500
120778,2007,600,0.0,102200
120778,2009,31000,0.0,33500
120778,2011,26700,0.0,36900
120780,2003,200,0.0,861
120780,2005, ,0.0, 
120780,2007,4000,0.0,5300
120780,2009,7000,0.0,7750
120780,2011,610,2.0,1210
120782,2003,94000,2.0,94000
120782,2005,87000,2.0,87000
120782,2007,74500,2.0,74500
120782,2009,49500,2.0,50900
120782,2011,40500,2.0,40500
120783,2003,600,0.0,26600
120783,2005,23500,0.0,50500
120783,2007,300,0.0,24800
120783,2009,11000,0.0,31000
120783,2011,15000,0.0,25000
120784,2003,2028,0.0,2028
120784,2005,nan,nan,nan
120784,2007,nan,nan,nan
120784,2009,nan,nan,nan
120784,2011,nan,nan,nan
120785,2003,17000,2.0,87100
120785,2005,52200,2.0,59200
120785,2007,32500,2.0,36300
120785,2009,38000,2.0,58050
120785,2011,42000,2.0,46020
120786,2003,39000,2.0,39000
120786,2005,32000,2.0,32000
120786,2007,30000,2.0,30000
120786,2009,33300,2.0,33300
120786,2011,29000,2.0,31000
120789,2003,143,2.0,143
120789,2005,62,2.0,62
120789,2007,800,2.0,800
120789,2009,600,2.0,600
120789,2011,500,2.0,500
120791,2003,36000,0.0,133800
120791,2005,168500,0.0,226700
120791,2007,53000,0.0,193500
120791,2009,55000,0.0,190000
120791,2011,250000,0.0,275000
120793,2003,6159.57470703125,2.0,115800
120793,2005,75000,2.0,179500
120793,2007,30000,2.0,194000
120793,2009,60000,2.0,293000
120793,2011,50000,2.0,225000
120794,2003,29000,0.0,154000
120794,2005,10000,0.0,58000
120794,2007,2000,0.0,57000
120794,2009,9000,0.0,54000
120794,2011,0,0.0,15000
120797,2003,3300,1.0,3300
120797,2005,2000,1.0,2000
120797,2007,2000,1.0,2000
120797,2009,2000,1.0,4000
120797,2011,1200,1.0,1200
120798,2003,2450,0.0,9952
120798,2005,850,0.0,1610
120798,2007,17100,0.0,17102
120798,2009,34000,0.0,39000
120798,2011,41000,0.0,41002
120799,2003,43500,2.0,66500
120799,2005,51000,2.0,126010
120799,2007,214737.953125,2.0,232250
120799,2009,225000,2.0,246000
120799,2011,200000,2.0,250010
120800,2003,497,0.0,497
120800,2005,1600,0.0,1600
120800,2007,5500,0.0,5500
120800,2009,2000,0.0,2000
120800,2011,2500,0.0,7500
120801,2003,2800,4.0,3800
120801,2005,44000,4.0,160525
120801,2007,9500,4.0,117500
120801,2009,4000,4.0,4500
120801,2011,0,4.0,0
120802,2003,1000,0.0,1000
120802,2005,2000,0.0,2000
120802,2007,1600,0.0,3600
120802,2009,8600,0.0,10600
120802,2011,4000,0.0,7500
120803,2003,86335.5234375,0.0,286008
120803,2005,171000,0.0,319020
120803,2007,82556,0.0,131576
120803,2009,248969.703125,0.0,249020
120803,2011,110000,3.0,200020
120804,2003,91342.859375,0.0,111200
120804,2005,1600,0.0,9600
120804,2007,3000,0.0,3000
120804,2009,7800,0.0,7800
120804,2011,13400,2.0,22900
120805,2003,2300,1.0,2306
120805,2005,18000,1.0,18004
120805,2007,nan,nan,nan
120805,2009,nan,nan,nan
120805,2011,nan,nan,nan
120807,2003,75000,0.0,82000
120807,2005,29000,0.0,59500
120807,2007,19500,0.0,24050
120807,2009, ,0.0, 
120807,2011,10000,0.0,25200
120809,2003,15000,0.0,35050
120809,2005,77000,0.0,99164
120809,2007,40000,0.0,60800
120809,2009,51000,0.0,56220
120809,2011,140000,1.0,140130
120811,2003,8011,2.0,9121
120811,2005,39026.59765625,2.0,50600
120811,2007,4500,2.0,20805
120811,2009,nan,nan,nan
120811,2011,nan,nan,nan
120812,2003,12000,0.0,12000
120812,2005,47000,0.0,47000
120812,2007,6500,0.0,19500
120812,2009,10500,0.0,15500
120812,2011,34100,0.0,34100
120813,2003,36186.20703125,0.0,79500
120813,2005,26000,0.0,152000
120813,2007,32000,0.0,109800
120813,2009,29000,0.0,53000
120813,2011,30000,0.0,48200
120815,2003,2500,0.0,6500
120815,2005,8000,0.0,9200
120815,2007,44000,0.0,91000
120815,2009,12000,0.0,12000
120815,2011,20500,0.0,20500
120818,2003,26000,1.0,26010
120818,2005,18020,1.0,18030
120818,2007,26500,1.0,26510
120818,2009,17000,1.0,17010
120818,2011,8520,1.0,8530
120819,2003,70000,0.0,70000
120819,2005,20600,0.0,36640
120819,2007,5500,0.0,15511
120819,2009,6500,0.0,16800
120819,2011,10700,0.0,21205
120823,2003,4500,2.0,34550
120823,2005,12400,2.0,32410
120823,2007,29000,2.0,74020
120823,2009,50075.2265625,2.0,86087.6640625
120823,2011,24000,2.0,47100
120826,2003,24000,0.0,28000
120826,2005,35000,0.0,70000
120826,2007,58000,0.0,104500
120826,2009,28000,0.0,48000
120826,2011,45000,0.0,55000
120828,2003,300,1.0,300
120828,2005,1200,1.0,1200
120828,2007,5800,1.0,5800
120828,2009,950,1.0,950
120828,2011,36700,1.0,36700
120829,2003,37454.53515625,2.0,93777.1484375
120829,2005,8000,2.0,85000
120829,2007,32030,2.0,90530
120829,2009,13700,2.0,72200
120829,2011,28894.23828125,2.0,103300
120833,2003,40000,0.0,53005
120833,2005,3000,0.0,4000
120833,2007,81000,0.0,93607
120833,2009,11040,0.0,15540
120833,2011,109600,0.0,123607
120835,2003,6000,2.0,10500
120835,2005,7500,2.0,31000
120835,2007,9000,2.0,29000
120835,2009,5100,2.0,25100
120835,2011,9500,2.0,24500
120837,2003,2070.99951171875,0.0,169124
120837,2005,5000,0.0,53001
120837,2007,12000,0.0,110251
120837,2009,17000,0.0,141001
120837,2011,23866.62109375,0.0,160901
120838,2003,11000,0.0,11000
120838,2005,8000,0.0,8000
120838,2007,14000,0.0,14000
120838,2009,10000,0.0,10000
120838,2011,5200,0.0,5200
120839,2003,1300,3.0,14300
120839,2005,0,3.0,6846
120839,2007,1000,3.0,10000
120839,2009,107256.0859375,3.0,158400
120839,2011,9000,3.0,13298
120841,2003,1700,2.0,154650
120841,2005,172894.734375,2.0,1095000
120841,2007,65145.796875,2.0,253200
120841,2009,6125.10693359375,2.0,790300
120841,2011,12299.2568359375,2.0,50900
120842,2003,11500,0.0,52510
120842,2005,24120,0.0,68646
120842,2007,32525.41796875,0.0,46570
120842,2009,49500,0.0,105432
120842,2011,18682,1.0,89271
120843,2003,32800,4.0,32800
120843,2005,320,4.0,320
120843,2007,350,4.0,350
120843,2009,25,4.0,25
120843,2011,147,4.0,147
120845,2003,69350,0.0,116350
120845,2005,14715,0.0,58215
120845,2007,34600,0.0,39300
120845,2009,73674,0.0,105774
120845,2011,29977,3.0,29977
120847,2003,4500,0.0,4540
120847,2005,4200,0.0,4205
120847,2007,19000,0.0,19150
120847,2009,6800,0.0,7300
120847,2011,20200,0.0,20800
120849,2003,27000,2.0,57100
120849,2005,30244,2.0,56369
120849,2007,22602,2.0,54702
120849,2009,12000,2.0,85000
120849,2011,95550,2.0,95650
120851,2003,50,0.0,48250
120851,2005,12400,0.0,156400
120851,2007,nan,nan,nan
120851,2009,nan,nan,nan
120851,2011,1500,-2.0,110500
120854,2003, ,2.0, 
120854,2005, ,2.0, 
120854,2007,308939.71875,2.0,941000
120854,2009,3658833,2.0,3664500
120854,2011,473868.09375,2.0,535500
120857,2003,12750,2.0,31750
120857,2005,29100,4.0,30600
120857,2007,22000,2.0,22000
120857,2009,29783,2.0,29783
120857,2011,28000,2.0,28000
120861,2003,15000,2.0,15705
120861,2005,14000,2.0,14000
120861,2007,nan,nan,nan
120861,2009,nan,nan,nan
120861,2011,nan,nan,nan
120862,2003,3500,4.0,3500
120862,2005,83,4.0,83
120862,2007,1000,4.0,1000
120862,2009, ,2.0, 
120862,2011,29200,2.0,43200
120863,2003,200,4.0,200
120863,2005,1640,4.0,1640
120863,2007,3000,4.0,3000
120863,2009,3000,4.0,3000
120863,2011,2000,4.0,2000
120865,2003,19000,2.0,19000
120865,2005,37000,2.0,47000
120865,2007,19000,2.0,33000
120865,2009,11000,2.0,25000
120865,2011,16500,2.0,31500
120866,2003,4000,0.0,7300
120866,2005,4000,0.0,6750
120866,2007,3500,0.0,8050
120866,2009,16000,0.0,18100
120866,2011,23000,0.0,24000
120867,2003,1400,1.0,1400
120867,2005,5442,1.0,5462
120867,2007,4800,1.0,4800
120867,2009,6000,1.0,6000
120867,2011,14000,1.0,14000
120868,2003,35500,2.0,114505
120868,2005,53000,2.0,135905
120868,2007,16000,2.0,110000
120868,2009,18800,2.0,121800
120868,2011,4200,2.0,68300
120869,2003,10790,4.0,115841
120869,2005,26000,4.0,67250
120869,2007,589287.75,4.0,690300.875
120869,2009,74000,2.0,74051
120869,2011,837200,2.0,861301
120872,2003,3080,2.0,3080
120872,2005,5500,2.0,5500
120872,2007,11100,2.0,11100
120872,2009,13500,2.0,13500
120872,2011,5000,2.0,10940
120874,2003,12500,2.0,79506
120874,2005,17000,2.0,48300
120874,2007,24450,2.0,91950
120874,2009,9040,2.0,51540
120874,2011,184664.234375,2.0,263317.5
120875,2003,10000,0.0,40000
120875,2005,100000,0.0,168000
120875,2007,128000,0.0,179000
120875,2009,26000,0.0,140000
120875,2011,176000,0.0,232000
120876,2003,0,4.0,0
120876,2005,0,4.0,600
120876,2007,54000,2.0,54000
120876,2009,0,4.0,0
120876,2011, ,4.0, 
120877,2003,7500,2.0,27500
120877,2005,2200,2.0,17212
120877,2007,24000,2.0,24000
120877,2009,8500,2.0,8500
120877,2011,nan,nan,nan
120878,2003,5248.59814453125,2.0,5400
120878,2005,5500,2.0,5700
120878,2007,3700,2.0,5700
120878,2009,22500,2.0,22800
120878,2011,17000,2.0,17500
120880,2003,200,0.0,9210
120880,2005,9000,0.0,12000
120880,2007,9000,0.0,12005
120880,2009,300,0.0,4306
120880,2011,6000,0.0,10005
120881,2003,22084,0.0,206474
120881,2005,13000,0.0,338000
120881,2007,116000,0.0,251000
120881,2009,46000,0.0,519000
120881,2011,23000,0.0,374000
120882,2003,10003,2.0,80053
120882,2005,10766,2.0,24833
120882,2007,18466,2.0,38271
120882,2009,55000,2.0,61550
120882,2011,nan,nan,nan
120883,2003,38380,0.0,122900
120883,2005,62000,0.0,184000
120883,2007,67000,0.0,157400
120883,2009,44000,0.0,84600
120883,2011,69000,0.0,174000
120884,2003,23500,1.0,74215
120884,2005,35000,1.0,87000
120884,2007,28000,1.0,51000
120884,2009,31000,1.0,57800
120884,2011,43000,1.0,80500
120885,2003,4000,2.0,4005
120885,2005,45984,2.0,227484
120885,2007,15600,2.0,21300
120885,2009,31200,2.0,65200
120885,2011,87000,2.0,88005
120886,2003,30000,2.0,30100
120886,2005,32508.197265625,2.0,33050
120886,2007,4556,2.0,4706
120886,2009,80000,2.0,110000
120886,2011,70000,2.0,72000
120887,2003,2000,2.0,23800
120887,2005, ,2.0, 
120887,2007,15000,2.0,70300
120887,2009, ,2.0, 
120887,2011,90000,2.0,139000
120889,2003,7000,4.0,32000
120889,2005,9000,4.0,15000
120889,2007,4000,4.0,29000
120889,2009,11563,4.0,23563
120889,2011,26000,4.0,40000
120890,2003,7700,2.0,52704
120890,2005,55000,2.0,84905
120890,2007,200600,2.0,325610
120890,2009,108826,2.0,147526
120890,2011,nan,nan,nan
120891,2003,46000,4.0,88003
120891,2005,46000,2.0,46003
120891,2007,48000,2.0,48003
120891,2009,45000,2.0,55003
120891,2011,7500,2.0,52503
120892,2003,0,0.0,2950
120892,2005,12000,0.0,20030
120892,2007,20000,0.0,21050
120892,2009,25000,0.0,103050
120892,2011,28000,0.0,78000
120895,2003,0,2.0,25020
120895,2005,7000,2.0,17500
120895,2007,7500,2.0,7500
120895,2009,38680.06640625,2.0,119530
120895,2011,1053.12487792969,2.0,6303
120897,2003,28000,2.0,40000
120897,2005,5000,2.0,10010
120897,2007,1000,2.0,14000
120897,2009,13166.6669921875,2.0,79000
120897,2011,200,2.0,7700
120898,2003,1500,2.0,3000
120898,2005,3000,2.0,3000
120898,2007,4000,2.0,4000
120898,2009,1000,-2.0,1000
120898,2011,1500,2.0,1500
120900,2003,500,2.0,20000
120900,2005,7683.916015625,2.0,53600
120900,2007,7000,2.0,23000
120900,2009,22000,2.0,23000
120900,2011,14000,2.0,15000
120901,2003,0,2.0,0
120901,2005,0,2.0,0
120901,2007,0,2.0,0
120901,2009,200,2.0,200
120901,2011,150,2.0,150
120902,2003,5000,0.0,57000
120902,2005,9000,0.0,33000
120902,2007,1500,0.0,26500
120902,2009,300,0.0,22800
120902,2011,2000,0.0,2000
120904,2003,3300,0.0,12165
120904,2005,6200,0.0,16707
120904,2007,21000,0.0,41000
120904,2009,8000,0.0,11120
120904,2011,8000,0.0,17025
120907,2003,8059,2.0,72559
120907,2005,118431.8203125,2.0,172800
120907,2007,54000,2.0,155400
120907,2009,52500,2.0,120500
120907,2011,106384.2109375,2.0,139400
120910,2003,15000,2.0,15060
120910,2005,8800,2.0,8850
120910,2007,13000,2.0,13050
120910,2009,15000,2.0,15055
120910,2011,21000,2.0,21054
120913,2003,200,4.0,200
120913,2005,nan,nan,nan
120913,2007,nan,nan,nan
120913,2009,nan,nan,nan
120913,2011,nan,nan,nan
120914,2003,27606,1.0,91106
120914,2005,18000,1.0,58500
120914,2007,30000,1.0,38000
120914,2009,31500,1.0,55500
120914,2011,34900,1.0,81900
120915,2003,5000,0.0,5010
120915,2005,10000,0.0,10050
120915,2007,6000,0.0,106050
120915,2009,6000,0.0,106010
120915,2011,40000,0.0,90010
120916,2003,2400,4.0,2700
120916,2005,134000,4.0,137000
120916,2007,12300,4.0,12800
120916,2009,10044.4443359375,4.0,45200
120916,2011,20358.490234375,4.0,83000
120918,2003,22000,2.0,128500
120918,2005,9400,2.0,124900
120918,2007,19000,2.0,85700
120918,2009,26835,2.0,77331
120918,2011,14500,2.0,100000
120920,2003,36000,2.0,64000
120920,2005,9000,2.0,10000
120920,2007,7000,2.0,53000
120920,2009,800,2.0,41420
120920,2011,7000,2.0,41515
120922,2003,1270,4.0,4071
120922,2005,600,4.0,1450
120922,2007,200,4.0,2800
120922,2009,1500,4.0,12040
120922,2011,100,4.0,100
120923,2003,5000,3.0,5000
120923,2005,0,3.0,0
120923,2007,5000,3.0,5000
120923,2009,nan,nan,nan
120923,2011,nan,nan,nan
120924,2003,2028,4.0,2028
120924,2005,100000,4.0,100050
120924,2007,12000,4.0,15000
120924,2009,29000,4.0,30000
120924,2011, ,4.0, 
120925,2003,10000,-2.0,10000
120925,2005,5000,2.0,5000
120925,2007,21000,2.0,21000
120925,2009,4500,2.0,4500
120925,2011,7450,2.0,7450
120927,2003,21000,0.0,51000
120927,2005,18620,0.0,18620
120927,2007,25000,0.0,25000
120927,2009,40500,0.0,110500
120927,2011,16000,0.0,45000
120932,2003,200,2.0,13682
120932,2005,200000,2.0,233000
120932,2007,701538.4375,2.0,760000
120932,2009,259615.390625,2.0,405000
120932,2011,377450.96875,2.0,385000
120933,2003,20000,0.0,51180
120933,2005,8000,0.0,8250
120933,2007,36000,0.0,36000
120933,2009,39000,0.0,39250
120933,2011,53415.3828125,0.0,54250
120935,2003,19200,0.0,47950
120935,2005,15100,0.0,25600
120935,2007,13600,0.0,13600
120935,2009,22000,0.0,22000
120935,2011,15300,0.0,15300
120936,2003,5000,2.0,5000
120936,2005,0,2.0,0
120936,2007,6300,2.0,6320
120936,2009,6500,2.0,8500
120936,2011,2700,4.0,5720
120939,2003,17000,0.0,17000
120939,2005,5000,0.0,5000
120939,2007,8000,0.0,8016
120939,2009,30000,0.0,50026
120939,2011,69500,0.0,91516
120942,2003,17000,1.0,87100
120942,2005,52200,1.0,59200
120942,2007,32500,1.0,36300
120942,2009,38000,1.0,58050
120942,2011,42000,1.0,46020
120945,2003,17400,2.0,29400
120945,2005,51300,2.0,67341
120945,2007,34000,2.0,368000
120945,2009,3000,2.0,135000
120945,2011,27000,2.0,187500
120946,2003,17500,0.0,22308
120946,2005,nan,nan,nan
120946,2007,nan,nan,nan
120946,2009,20000,0.0,21600
120946,2011,90000,0.0,99500
120947,2003,79000,2.0,169000
120947,2005,28000,2.0,185000
120947,2007,40000,2.0,269000
120947,2009,28000,2.0,308000
120947,2011,21000,2.0,199000
120948,2003, ,2.0, 
120948,2005, ,2.0, 
120948,2007, ,2.0, 
120948,2009,8000,2.0,10000
120948,2011,103000,2.0,103000
120949,2003,207200,2.0,214450
120949,2005,55000,2.0,58600
120949,2007,59361.703125,2.0,62000
120949,2009,10458.525390625,2.0,26700
120949,2011,35904.76171875,2.0,58000
120951,2003,9020,0.0,259020
120951,2005,4500,0.0,254500
120951,2007,20500,0.0,270500
120951,2009,272000,0.0,273284
120951,2011,170000,0.0,177500
120952,2003,325,4.0,325
120952,2005,237,4.0,237
120952,2007,0,4.0,0
120952,2009,2670,4.0,2670
120952,2011,nan,nan,nan
120953,2003,300,2.0,21050
120953,2005,8462.810546875,2.0,16891
120953,2007,136300,2.0,136300
120953,2009,10000,2.0,10000
120953,2011,5000,4.0,5000
120954,2003,400,4.0,2480
